username,Average,Median,Mode,Max,Min,Below 100
MetroRailKochi,72.89393939393939,57.0,41,475,41,1370
MetroRailNagpur,59.36486486486486,52.0,44,140,41,1370
MetroSchools,99.58378378378379,71.0,42,682,41,1370
MetroTVToday,82.0,82.0,82,82,82,1370
MetroTransitMN,73.58823529411765,61.0,41,170,41,1370
MetroUK,326.105461393597,82.0,45,25107,41,1370
MetroUK_Life,126.2,91.0,58,282,58,1370
MetroUS,521.1666666666666,56.5,48,2825,48,1370
MetroUnitedWay,82.16666666666667,62.0,51,160,41,1370
MetroVideoGame,282.7917808219178,195.0,44,3597,41,1370
Metro_Bank,52.72727272727273,47.5,45,75,41,1370
Metro_Ents,2601.7386363636365,149.0,41,55897,41,1370
Metro_Sport,289.9507042253521,66.0,48,17925,41,1370
Metro_TV,83.53333333333333,57.0,42,304,42,1370
MichaelEmerson,362.26229508196724,312.0,312,1568,123,1370
Michelin,260.3103448275862,126.0,89,2338,89,1370
MichelinGuideUK,158.3490566037736,125.0,91,1122,84,1370
MichelinIndia,101.33333333333333,94.0,91,119,91,1370
MichelinTyres,192.0,112.0,98,673,90,1370
MichelinUSA,265.56,165.0,85,1454,85,1370
Michelin_Sport,180.03731343283582,123.5,87,1696,84,1370
MichelleHux,28627.85714285714,3195.5,1396,310970,1396,1370
MichelleLyEaton,74.25,68.0,62,99,62,1370
MickBarryTD,219.21428571428572,122.0,91,1676,89,1370
Microsoft,794.1926977687626,244.0,82,55343,50,1370
Microsoft365,230.62135922330097,117.0,58,2343,50,1370
MicrosoftAPAC,323.0,323.0,59,587,59,1370
MicrosoftASIA,100.82051282051282,92.0,89,225,50,1370
MicrosoftAU,198.94117647058823,123.0,76,939,55,1370
MicrosoftAfrica,373.6666666666667,99.0,70,952,70,1370
MicrosoftDE,121.5,94.5,88,209,88,1370
MicrosoftDesign,287.9344262295082,108.0,70,8611,50,1370
MicrosoftDevANZ,158.85714285714286,73.0,50,530,50,1370
MicrosoftEDU,135.0735294117647,86.0,60,2195,50,1370
MicrosoftEdge,263.3529411764706,116.0,55,3813,50,1370
MicrosoftEduCA,77.75862068965517,69.0,51,174,50,1370
MicrosoftHelps,116.17647058823529,81.0,50,469,50,1370
MicrosoftIPC,105.0,105.0,105,105,105,1370
MicrosoftIndia,1562.65625,154.5,75,35269,50,1370
MicrosoftIoT,65.875,62.5,61,96,50,1370
MicrosoftLearn,101.625,82.5,84,522,50,1370
MicrosoftLife,319.10714285714283,142.0,51,1450,51,1370
MicrosoftNG,121.0,95.0,71,304,71,1370
MicrosoftNZ,413.5,413.5,113,714,113,1370
MicrosoftRI,158.0,158.0,158,158,158,1370
MicrosoftSA,64.42857142857143,57.0,57,83,51,1370
MicrosoftStore,404.06796116504853,148.0,53,3861,50,1370
MicrosoftTeams,129.1253164556962,86.0,51,2252,50,1370
MicrosoftToDo,105.56410256410257,80.0,53,495,50,1370
MicrosoftUAE,60.0,60.0,54,66,54,1370
Microsoft_EDUFR,102.0,102.0,102,102,102,1370
Microsoft_SG,50.5,50.5,50,51,50,1370
Microsoft_Saudi,69.0,69.0,69,69,69,1370
Microsoftbe,52.0,52.0,52,52,52,1370
Microsoftea,555.6,156.0,64,1318,64,1370
Microsoftirl,102.16129032258064,73.0,64,522,50,1370
MideaRACglobal,754.0,754.0,754,754,754,1370
Mike_P_Williams,494.9712230215827,226.0,113,13564,111,1370
MilestonesCa,223.28571428571428,217.0,96,317,96,1370
MitsubishiHVAC,2.244186046511628,2.0,3,4,0,1370
MonsterArmy,166.0,166.0,154,178,154,1370
MonsterEnergy,401.222602739726,235.5,160,12706,147,1370
MonsterEnergyAU,295.0,310.0,205,393,205,1370
MonsterEnergyFI,289.0,289.0,289,289,289,1370
MonsterEnergyIT,266.0,266.0,266,266,266,1370
MonsterEnergyJP,785.7647058823529,454.0,153,3623,153,1370
MonsterEnergyUK,325.2,241.0,151,619,151,1370
MonsterGaming,438.4574468085106,284.0,150,4262,149,1370
MonsterHigh,262.1904761904762,229.0,229,615,147,1370
MonsterJam,247.8048780487805,177.0,147,1488,147,1370
MonsterJamGames,245.5,245.5,163,328,163,1370
MonsterMusic,336.1714285714286,226.0,178,2347,151,1370
Monster_EU,397.0,277.0,168,866,168,1370
Monster_Hunter,1761.5238095238096,320.0,150,15240,150,1370
Monster_Truck_,203.0,203.0,203,203,203,1370
MontanasBBQ,201.25,207.5,73,334,73,1370
Montel_Williams,467.75,240.5,121,2472,118,1370
Morgan_C_Ross,373.42857142857144,212.0,163,1306,148,1370
MortalShellGame,755.4666666666667,374.0,266,10680,52,1370
MotilalOswalAMC,51.38021978021978,5.0,2,2682,0,1370
Moto,142.58904109589042,95.5,80,3704,45,1370
MotoSolutions,59.166666666666664,60.5,42,74,42,1370
MovieHooligan,332.72222222222223,216.0,110,2031,108,1370
MovistarBasket,2112.0,2112.0,924,3300,924,1370
MovistarCine,855.0,855.0,855,855,855,1370
MovistarFutbol,1673.7142857142858,928.0,431,3917,431,1370
MovistarNBA,1015.0526315789474,610.0,605,3573,428,1370
MovistarPlus,1023.8,670.0,474,2143,474,1370
MovistarSeries,504.0,482.0,452,578,452,1370
MovistarTenis,3780.0,3780.0,3780,3780,3780,1370
Movistar_Riders,719.0,719.0,628,810,628,1370
Movistar_Team,1017.8275862068965,547.0,444,5140,429,1370
MovistareSports,1900.0,1900.0,1900,1900,1900,1370
Mozziebites,175.8,165.0,156,225,156,1370
Mr4thAndLong,1088.4545454545455,1000.0,880,1771,880,1370
MrBarryWilliams,403.6290322580645,215.5,143,3070,111,1370
MrCISCOADLER,18.689075630252102,3.0,3,173,0,1370
MrCamW,899.2162162162163,373.0,162,4501,126,1370
MrRickyBell,342.3,260.5,162,798,156,1370
MrRobBell,235.83333333333334,164.5,111,554,111,1370
Mr_Camron,671.25,336.5,141,1871,141,1370
MsBethWilliams,432.6666666666667,444.0,114,870,114,1370
MsftSecIntel,128.56923076923076,96.0,64,444,53,1370
MumbaiMetro01,98.81944444444444,73.0,41,745,41,1370
My_Metro,96.05208333333333,68.0,42,657,41,1370
NA_official_jp,9528.414634146342,8854.0,5599,16517,5599,1370
NBFootball,4305.681034482759,3181.5,1720,27144,1511,1370
NB_Baseball,3860.0,3860.0,3860,3860,3860,1370
NC5PhilWilliams,1281.3698630136987,206.0,113,44554,111,1370
NEFreeJacks,92.52678571428571,66.0,52,861,44,1370
NFLCharean,298.22222222222223,223.0,130,617,130,1370
NFLTotalAccess,1105.129411764706,711.0,476,5776,437,1370
NFSNL,1612.142857142857,1026.5,880,4437,880,1370
NH7,5.352542372881356,2.0,3,133,0,1370
NRNonline,58.0,54.5,43,80,43,1370
NTVNewsColleen,518.8571428571429,312.0,118,1135,118,1370
NYPost_Mets,544.9090909090909,463.0,269,1820,269,1370
NYSBA,114.0,105.0,67,263,67,1370
NYTMetro,169.6153846153846,95.5,75,791,45,1370
NafessaWilliams,999.6875,409.0,144,5883,144,1370
NashvilleMWS,52.0,52.0,46,58,46,1370
NatGeo,3241.6173708920187,2584.0,2171,31979,1445,1370
NatGeoMag,4418.0,2625.5,1719,10702,1719,1370
NatGeoTV,5334.615384615385,2072.0,1534,40974,1534,1370
NataliaGoodwin,80.66666666666667,86.0,41,115,41,1370
NateBell4AR,374.5,283.5,165,766,165,1370
NessaWilliams,169.0,169.0,169,169,169,1370
NewBalanceUK,2678.5,2678.5,1586,3771,1586,1370
NewsWithVictor,196.0,196.0,196,196,196,1370
NiamhSmythTD,110.33333333333333,114.0,85,132,85,1370
NickWilliams_98,859.6666666666666,536.0,154,2460,154,1370
Nico_Lang,524.65625,144.0,60,9566,60,1370
NikemaWilliams,3749.9545454545455,297.5,117,30210,117,1370
NoDunksInc,2470.0,2470.0,2470,2470,2470,1370
NoLayingUp,2015.7214076246335,1424.0,846,24678,840,1370
NoLieWithBTC,2403.375,1845.5,849,7331,849,1370
NoSpinNews,1506.6666666666667,1313.5,910,3628,910,1370
NoStraightRoads,1395.3333333333333,1145.5,845,4507,845,1370
NokiaCareers,206.0,206.0,185,227,185,1370
NokiaIndia,1410.6666666666667,445.0,228,3559,228,1370
NokiaMobile,778.9753846153847,460.0,309,9648,154,1370
NokiaOzo,277.0,277.0,277,277,277,1370
NokiamobileIN,509.12454212454213,233.0,161,16113,152,1370
Nosremetnarg,2.1470588235294117,1.5,0,6,0,1370
Novartis,80.6,51.0,44,431,41,1370
NovartisCanada,72.33333333333333,62.0,57,98,57,1370
NovartisCancer,273.943661971831,236.0,56,1097,41,1370
NovartisFDN,90.57142857142857,88.0,48,180,48,1370
NovartisGH,930.4,632.5,48,3533,48,1370
NovartisGene,128.83333333333334,75.5,42,419,42,1370
NovartisIndia,515.5,533.5,141,819,141,1370
NovartisScience,121.26666666666667,101.0,48,270,48,1370
NovartisUS,215.0,215.0,215,215,215,1370
OBAlawyers,74.0,74.0,71,77,71,1370
OCallaghanJim,322.0,175.0,87,1664,87,1370
ODU,340.5,205.0,177,1153,170,1370
ORCLEnergyWater,899.0,804.0,730,1562,730,1370
OSBA,104.0,104.0,68,140,68,1370
Office,111.8,84.0,53,319,53,1370
OfficeDepotMex,2.0,2.0,2,2,2,1370
OfficialDMRC,221.85897435897436,100.0,42,11955,41,1370
OfficialUPMetro,109.92307692307692,56.0,53,257,46,1370
OldDominion,585.4297520661157,417.0,174,4284,163,1370
OllieW,219.0,219.0,219,219,219,1370
Oly245,302.0,173.5,108,1054,107,1370
Oman_Shell,82.0,74.0,74,132,51,1370
OnyxEquinoxShow,651.7333333333333,595.0,340,1332,340,1370
Opel,69.56149732620321,75.0,31,755,0,1370
OpelDE,18.833333333333332,20.5,23,24,4,1370
OpelIreland,3.03486529318542,3.0,2,11,0,1370
OpelItalia,6.0,6.0,6,6,6,1370
OpelSA,12.360655737704919,8.0,4,438,0,1370
Opel_Nederland,4.153846153846154,4.0,4,7,1,1370
Opel_Spain,1.0,1.0,0,2,0,1370
OpenAtMicrosoft,146.03571428571428,86.0,51,504,51,1370
Oracle,2606.259259259259,1475.0,775,23676,775,1370
OracleHealthSci,1245.6666666666667,1050.0,1018,1669,1018,1370
OracleParkSF,986.8421052631579,914.0,723,1767,723,1370
OracleRetail,1403.4285714285713,1211.0,952,2239,952,1370
Oracle_India,5098.666666666667,1258.0,1027,13011,1027,1370
OriginalFresca,43.504273504273506,2.0,1,4485,0,1370
Oritse,368.8857142857143,205.0,111,2244,111,1370
Outlook,92.98076923076923,68.0,53,362,50,1370
OwsWills,1239.6891191709844,306.0,145,44823,111,1370
PADI,172.8978426395939,78.0,51,7842,0,1370
PDQFreshFood,127.54545454545455,72.0,72,383,43,1370
PMBhutan,421.2151898734177,153.5,164,13726,82,1370
PMStudiosUSA,330.1304347826087,308.0,103,1083,83,1370
PNBMetlife1,15.768518518518519,5.0,5,313,0,1370
PNC06,68.5,68.5,61,76,61,1370
PNCArtsCenter,131.33333333333334,88.0,61,377,61,1370
PNCBank,99.0,76.0,59,162,59,1370
PNCNews,336.64285714285717,111.0,105,2624,60,1370
PNCchampionship,248.07142857142858,151.0,60,1406,58,1370
PUMAArgentina,13237.0,13237.0,1069,25405,1069,1370
PUMAChile,7738.0,7738.0,3505,11971,3505,1370
PUMAGolf,483.2,385.0,256,1135,256,1370
PUMAHoops,1452.7659574468084,552.0,330,30135,256,1370
PUMAPeru,6612.666666666667,4277.0,3230,12331,3230,1370
PUMASouthAfrica,582.8235294117648,442.0,250,2215,248,1370
ParamountAU,1237.391304347826,591.0,292,6947,292,1370
ParamountIRL,379.6,307.0,268,673,268,1370
ParamountPics,1305.0285714285715,589.0,256,9720,256,1370
PatMcAfeeShow,2075.9026159026157,201.0,113,149543,0,1370
PaulBocuse,86.75,87.5,61,111,61,1370
PaulDEaton52,16746.0,16526.0,517,33415,517,1370
PaulDonnellySF,195.68965517241378,136.0,91,873,85,1370
PaulMcauliffe,252.1304347826087,138.0,120,1099,88,1370
PaulWilliamsLAB,1044.2173913043478,247.0,199,39740,111,1370
PaulineTullyTD,97.0,97.0,97,97,97,1370
Paytm,1201.365930599369,195.0,78,53408,56,1370
PaytmAshaKiran,93.25,95.5,72,110,72,1370
PaytmBank,157.74074074074073,111.0,113,650,57,1370
PaytmBusiness,148.94736842105263,121.0,60,424,60,1370
PaytmFirst,144.6,144.0,136,157,136,1370
PaytmMall,234.4,142.5,57,2526,56,1370
PaytmMoney,126.62264150943396,85.0,56,576,56,1370
PaytmTickets,243.58052434456928,133.0,57,6591,56,1370
PaytmTravel,169.33333333333334,112.0,80,856,56,1370
Paytmcare,60.0,60.0,60,60,60,1370
PeacePalaceKH,156.0,156.0,156,156,156,1370
PepsiCo,51.42857142857143,16.0,15,817,3,1370
PepsiCoAMESA,421.7517730496454,5.0,2,18074,0,1370
PepsiCoIndia,57.644067796610166,5.0,0,1159,0,1370
PepsiCoJOBS,109.13197969543147,4.0,4,17588,0,1370
PepsiCoMidEast,19.4468085106383,5.0,1,417,0,1370
PepsiCoPolska,8.333333333333334,9.0,2,14,2,1370
PepsiCoUKTrade,1.6371308016877637,1.0,0,12,0,1370
PepsiCo_ESP,1.0,1.0,1,1,1,1370
PermSecMOD,262.0,262.0,262,262,262,1370
PetSmart,38.43195266272189,21.0,20,458,4,1370
PetSmartChariTs,16.094926350245498,12.0,10,359,0,1370
PeteWilliamsNBC,352.5,352.5,203,502,203,1370
Peugeot,392.74242424242425,238.0,195,5996,194,1370
PeugeotUK,416.4166666666667,254.5,196,2207,196,1370
PeugeotZA,229.0,229.0,205,253,205,1370
Peugeot_ME,294.0,294.0,294,294,294,1370
PfizerCA,4.3271889400921655,4.0,2,92,0,1370
PfizerEUPolicy,2.2211155378486054,2.0,1,8,0,1370
PfizerNL,2.0,2.0,2,2,2,1370
PfizerOncMed,2.15,1.0,1,8,0,1370
PfizerSuomi,1.0,1.0,1,1,1,1370
Pfizer_France,5.0,5.0,5,5,5,1370
Pfizer_Ireland,10.436241610738255,3.0,2,235,0,1370
Pfizer_UK,5.666666666666667,3.0,3,323,0,1370
Pharrell,3467.34,951.5,297,21495,258,1370
PhilWHudson,110.0,110.0,110,110,110,1370
PhilWilliams,208.73684210526315,179.0,204,504,119,1370
Pirelli,657.2222222222222,478.0,307,1823,307,1370
PirelliUSA,318.0,318.0,318,318,318,1370
PizzaHutIN,346.625,211.5,146,1663,146,1370
PjWilliams_26,1647.7,1138.0,121,4304,121,1370
Pluckers,491.15532879818596,174.0,70,37782,67,1370
Pm237Services,95.5,95.5,82,109,82,1370
Policy,1159.0,1159.0,1031,1287,1031,1370
Poppi1k,569.6666666666666,267.0,114,3760,114,1370
Porsha4real,880.1176470588235,440.0,133,2605,133,1370
PotoChchEast,123.0,123.0,123,123,123,1370
PremiumBeat,193.33333333333334,182.0,41,357,41,1370
PrimatureRwanda,396.6029411764706,121.5,86,2330,82,1370
Pro_CharlieW,262.0,262.0,131,393,131,1370
Puma213,515.0,515.0,515,515,515,1370
Qantas,2056.3389830508477,294.0,145,72160,145,1370
QantasUSA,234.5,192.0,148,605,148,1370
QuinlivanTD,281.4,119.0,90,3075,88,1370
QuinnenWilliams,4433.666666666667,1496.0,1281,10524,1281,1370
RFERL,200.99238578680203,77.0,45,6456,44,1370
RJinVegas,289.2142857142857,212.5,125,1605,107,1370
ROGNordic,12.11111111111111,7.0,3,40,3,1370
ROKAutomation,45.0,43.0,41,54,41,1370
RadeonPRO,787.0,777.0,243,1341,243,1370
RadioFreeAsia,243.9344262295082,108.0,44,1361,44,1370
RadioFreeSkaro,97.94736842105263,62.5,70,1046,44,1370
RandellW11,154.0,154.0,153,155,153,1370
RayHudson,684.6,510.5,131,1538,131,1370
RaytheonDefense,237.8709677419355,156.0,102,885,81,1370
RaytheonIntel,93.0,93.0,93,93,93,1370
RaytheonPolicy,85.5,85.5,81,90,81,1370
RaytheonTech,169.8153846153846,114.0,82,637,81,1370
ReadaCronin,195.36363636363637,165.0,92,400,92,1370
RealBriaMyles,1913.0,1913.0,1913,1913,1913,1370
RealMichelleW,473.74285714285713,380.0,125,1985,114,1370
RebeccaTVnews,145.375,143.0,117,219,117,1370
RedBullSalzburg,53706.0,53706.0,53706,53706,53706,1370
RedBullUK,2952.0,2952.0,2168,3736,2168,1370
RenaultAU,85.25,68.5,58,146,58,1370
RenaultBrasil,602.5,602.5,272,933,272,1370
RenaultIndia,285.44,118.0,55,6764,53,1370
RenaultSeries,209.19117647058823,104.5,73,1865,53,1370
RenaultSportUK,293.5,293.0,68,520,68,1370
RepHudsonNC,76.0,76.0,76,76,76,1370
RepRWilliams,398.5,198.0,137,3469,118,1370
RepRichHudson,305.1904761904762,231.0,74,1218,74,1370
ReshadHudson,210.75,191.5,78,447,78,1370
ReviewIndo,78.66666666666667,52.5,44,154,44,1370
RevlonIndia,110.0,71.0,48,276,48,1370
RhiannonJudithW,717.0,717.0,717,717,717,1370
RichALWilliams,1289.0,1289.0,136,2442,136,1370
Rickthelaureate,312.75,174.0,125,1284,125,1370
RoadAtlanta,208.0,129.5,88,660,88,1370
RobTheHockeyGuy,384.61538461538464,183.0,128,5780,112,1370
RobWilliamsAB,183.125,187.5,121,249,121,1370
RobertTroyTD,389.8333333333333,144.0,100,1624,100,1370
Robwilliams71,443.68702290076334,184.0,118,12875,111,1370
RomeoLacoste,13.0,13.0,13,13,13,1370
RonaMackaySNP,182.0,180.0,146,220,146,1370
RootKanal,1303.5,1202.5,1088,1721,1088,1370
Rotary,291.801652892562,174.0,141,6639,135,1370
RoyalFreeNHS,129.78225806451613,80.5,45,1297,44,1370
Rtreatwilliams,353.83576642335765,236.0,121,7881,111,1370
Rupertbell,250.70833333333334,194.5,139,788,113,1370
RyanWilliamsA1,15331.75,396.0,144,60391,144,1370
Ryan_Wms,404.6842105263158,206.0,112,2071,112,1370
SABCEducation,224.0,224.0,224,224,224,1370
SABCNews,392.8604923798359,190.0,97,10422,96,1370
SABCPortal,366.57142857142856,187.5,99,1537,99,1370
SABC_Sport,173.73636363636365,139.0,107,1012,96,1370
SAP,317.1485148514852,64.0,41,14723,41,1370
SAPAPJ,179.41666666666666,82.5,44,769,44,1370
SAPAfrica,64.0,64.0,58,70,58,1370
SAPAriba,115.0,93.0,159,266,42,1370
SAPBusinessOne,45.333333333333336,44.0,41,51,41,1370
SAPCenter,172.6969696969697,79.0,43,1209,42,1370
SAPCommunity,54.07692307692308,50.0,44,91,41,1370
SAPHellasCyprus,51.0,51.0,51,51,51,1370
SAPIndia,100.0068493150685,94.0,82,167,43,1370
SAPMentors,48.4,48.0,48,60,41,1370
SAPMobile,47.0,47.0,46,48,46,1370
SAPNews,93.0,69.0,121,273,45,1370
SAPNextGen,73.16666666666667,64.0,59,119,52,1370
SAPPartnerEdge,13410.333333333334,8554.0,5170,26507,5170,1370
SAPSports,375.4842105263158,103.0,43,8518,41,1370
SAP_Berlin,43.5,43.5,43,44,43,1370
SAP_CX,75.25,67.5,43,115,43,1370
SAP_Retail,58.333333333333336,62.0,47,66,47,1370
SAPdevs,66.50515463917526,49.0,44,551,41,1370
SFTHQ,138.796875,75.0,44,1538,44,1370
SHUUTY_ss,12787.0,12787.0,12787,12787,12787,1370
SH_Plan,428.0,428.0,428,428,428,1370
SNCaroline,660.9464285714286,240.0,157,7104,139,1370
SNCmusic,1361.0,1361.0,1361,1361,1361,1370
SQLServer,112.11111111111111,65.5,53,579,50,1370
STLMetro,85.6923076923077,62.0,46,495,41,1370
Saab,1276.0,1319.0,1048,1450,1048,1370
SallyLHudson,193.94594594594594,139.0,76,1125,76,1370
Samsung,2888.676470588235,983.0,299,22466,213,1370
SamsungAU,954.1111111111111,645.0,206,3199,206,1370
SamsungBizUSA,753.125,493.0,229,2466,229,1370
SamsungCanada,680.5555555555555,651.0,200,1367,200,1370
SamsungEgypt,611.0,611.0,219,1003,219,1370
SamsungEspana,640.6666666666666,399.0,351,1172,351,1370
SamsungFR,1497.5,1497.5,958,2037,958,1370
SamsungIndia,1005.3485778025655,306.0,216,29208,193,1370
SamsungIreland_,260.5,260.5,256,265,256,1370
SamsungKE,215.0,215.0,215,215,215,1370
SamsungLatin,7913.0,7913.0,7913,7913,7913,1370
SamsungMalaysia,2368.9841269841268,916.0,198,10261,198,1370
SamsungMobile,14135.024778761062,741.0,649,287276,197,1370
SamsungMobileKE,456.0416666666667,371.0,270,1011,196,1370
SamsungMobileSA,813.6875,494.5,194,8231,194,1370
SamsungMobileTz,836.0,836.0,836,836,836,1370
SamsungMobileUS,4516.159420289855,662.0,211,48482,193,1370
SamsungNL,1121.0,1121.0,1121,1121,1121,1370
SamsungNepal,3569.0,3569.0,645,6493,645,1370
SamsungNetworks,225.0,225.0,225,225,225,1370
SamsungNewsUS,578.5,392.5,209,1320,209,1370
SamsungNext,243.66666666666666,211.0,196,324,196,1370
SamsungPH,2290.1772151898736,771.0,213,19635,200,1370
SamsungPakistan,1426.6923076923076,973.0,213,7688,213,1370
SamsungSG,5251.461538461538,3764.0,303,18334,303,1370
SamsungSemiUS,1860.0,1860.0,1860,1860,1860,1370
SamsungSupport,4997.5,4997.5,1331,8664,1331,1370
SamsungTV,6437.857142857143,252.0,202,32651,202,1370
SamsungTVPlus,214.5,214.5,195,234,195,1370
SamsungThailand,2791.0,2045.0,531,6031,531,1370
SamsungUK,7383.5,1125.5,204,58336,204,1370
SamsungUS,4614.857142857143,902.0,285,46453,285,1370
Samsung_Ghana,608.125,356.0,234,2996,195,1370
SamuelWBell,143.33333333333334,127.0,107,196,107,1370
SanCiscoMusic,77.40625,78.5,53,137,2,1370
SanjayWills,2278.3125,518.0,113,9758,113,1370
SaraAnn_Lee,173.0,175.5,140,201,140,1370
SarahDesjardins,226.9090909090909,151.0,9,1211,8,1370
Sascha_Williams,567.8333333333334,255.0,255,2531,120,1370
SaulWilliams,342.57142857142856,302.0,136,849,136,1370
SbuxIndonesia,263.1111111111111,205.0,141,532,141,1370
SchiavelloVOICE,423.55555555555554,159.0,86,2471,86,1370
SchwabCupFinale,2.274336283185841,2.0,1,42,0,1370
ScooterMagruder,1591.6546961325967,762.0,521,81744,138,1370
ScotiabankArena,611.8139534883721,234.5,125,17199,122,1370
ScotiabankCtr,162.5,162.5,144,181,144,1370
ScottBellDMN,251.88235294117646,197.0,197,809,108,1370
ScottFox29,150.0,150.0,150,150,150,1370
ScottWilliams,360.0,360.0,360,360,360,1370
ScottWilliams_1,2222.5,1539.5,1454,4357,1454,1370
ScottyCameron,212.27586206896552,174.5,141,583,138,1370
SeHablaToyota,9.5,9.5,1,18,1,1370
SecureFreeSoc,238.0,238.0,238,238,238,1370
SenTonyWilliams,115.0,115.0,115,115,115,1370
SenWilliamsPA,171.5,171.5,126,217,126,1370
SenatorJohnBell,210.5,161.5,107,485,107,1370
Sephora,693.3107569721116,236.0,174,15944,145,1370
SethWEmerson,195.15037593984962,135.0,4,2799,0,1370
ShaneWilliams11,486.5897435897436,239.0,142,3730,128,1370
SharePoint,83.21404682274247,70.0,50,476,50,1370
Shell,465.25,136.5,50,7026,50,1370
ShellScotford,59.0,61.0,53,63,53,1370
ShellStationsUS,1711.857142857143,103.0,52,33443,52,1370
ShellVPowerRT,132.3049095607235,100.0,51,703,50,1370
Shell_Australia,239.28571428571428,164.0,52,576,52,1370
Shell_Aviation,354.0,354.0,171,537,171,1370
Shell_Canada,563.5714285714286,240.0,76,1729,76,1370
Shell_India,3197.214285714286,1546.5,52,15711,52,1370
Shell_Kenya,285.4166666666667,267.5,86,642,86,1370
Shell_NatGas,180.5,178.0,71,295,71,1370
Shell_Nigeria,76.2,59.0,54,167,50,1370
Shell_UKLtd,315.3636363636364,170.0,50,1547,50,1370
Shell_USA,241.0,82.0,52,2264,52,1370
Shell_Uganda,226.0,152.0,118,978,59,1370
ShineIberia,90.0,90.0,90,90,90,1370
ShopRiteStores,10.66499162479062,3.0,4,2147,0,1370
ShopTalkingWigg,709.0,709.0,709,709,709,1370
Shoprite_NG,6.8316831683168315,3.0,3,253,0,1370
Shoprite_SA,9.285081240768095,2.0,0,2149,0,1370
Shutterstock,96.95238095238095,48.0,42,863,41,1370
ShutterstockNow,251.95238095238096,74.0,74,7999,41,1370
Siemens,636.1986301369863,94.0,41,9463,41,1370
SiemensCanada,69.33333333333333,60.5,41,131,41,1370
SiemensDE,54.5,54.5,50,59,50,1370
SiemensEnergyME,257.6190476190476,84.0,42,2700,41,1370
SiemensGamesa,200.56451612903226,55.0,41,5555,41,1370
SiemensHealth,188.75280898876406,75.0,42,1569,41,1370
SiemensInfra,523.6,396.0,43,1494,41,1370
SiemensMobility,193.18471337579618,80.0,41,3737,41,1370
SiemensTurkiye,84.0,84.0,84,84,84,1370
SiemensUKNews,128.390243902439,70.0,43,708,41,1370
SiemensUSA,427.6923076923077,76.0,45,10557,43,1370
Siemens_Arts,62.42857142857143,57.0,54,88,52,1370
Siemens_Energy,1370.4021739130435,199.5,45,10543,41,1370
Siemens_SFS,757.6428571428571,344.5,46,6408,46,1370
SimonHarrisTD,1015.3566666666667,512.0,141,14996,86,1370
SimonWPDE,157.66666666666666,153.0,121,199,121,1370
SimoneeSimaria,263.0,195.5,104,557,104,1370
SingaporeAir,769.7,390.5,295,2988,295,1370
Singtel,194.0,194.0,194,194,194,1370
SmallBizLady,2.158333333333333,2.0,1,6,0,1370
Snellk,85.05263157894737,58.5,59,468,41,1370
SnottieDrippen,23119.0,2525.0,868,206964,868,1370
SodaBarSD,139.625,115.0,91,313,82,1370
SonnyBWilliams,5772.411428571429,3234.0,1387,80017,384,1370
SorcaClarke_TD,91.0,91.0,91,91,91,1370
SouthMetroPIO,133.12455516014234,72.0,43,3284,41,1370
SpiderManMovie,18414.127516778524,7450.0,1368,560193,925,1370
SpiritAirlines,141.22222222222223,56.5,44,1998,41,1370
Spotify,15183.51287553648,3726.0,1633,453141,1584,1370
SpotifyAU,6079.181818181818,2959.0,1582,22790,1582,1370
SpotifyAds,4940.0,4940.0,4940,4940,4940,1370
SpotifyArabia,18149.18181818182,13485.0,3206,75312,3206,1370
SpotifyCanada,19673.0,14932.0,8042,40786,8042,1370
SpotifyID,3466.0,2286.0,1887,11405,1887,1370
SpotifyJP,9696.0,9696.0,2351,17041,2351,1370
SpotifyKpop,14904.92050209205,6005.0,3296,287096,1576,1370
SpotifyMY,5754.0,6248.0,2392,8622,2392,1370
SpotifyMexico,4345.0,4345.0,4345,4345,4345,1370
SpotifyNZ,1590.0,1590.0,1590,1590,1590,1370
SpotifyNews,67173.5,12459.5,1836,241939,1836,1370
SpotifySG,23735.875,28118.5,2251,30186,2251,1370
SpotifyUK,5359.6551724137935,3439.0,1689,19874,1689,1370
SpotifyUSA,4958.642857142857,3236.0,1590,18384,1590,1370
Spotify_PH,2839.3333333333335,2264.0,2256,3998,2256,1370
StaceyBell_Lynn,340.0,340.0,340,340,340,1370
StaplesCanada,1350.0,1350.0,602,2098,602,1370
Starbucks,2706.1382113821137,1251.5,252,34137,166,1370
StarbucksCanada,329.2413793103448,277.0,158,878,147,1370
StarbucksEMEA,192.5,192.5,181,204,181,1370
StarbucksIndia,402.5,342.5,140,1586,140,1370
StarbucksMex,228.0,228.0,228,228,228,1370
StarbucksNews,669.2325581395348,286.0,141,8521,141,1370
StarbucksUK,4649.066666666667,311.0,177,57479,177,1370
StateFarm,324.1,161.5,81,2137,81,1370
StateFarmArena,578.1875,207.5,136,5229,84,1370
StateFarmCenter,186.0,191.0,81,337,81,1370
StateFarmStdm,308.4,195.0,81,600,81,1370
StefWilliams25,450.3333333333333,241.5,113,1621,113,1370
Stephania_ESPN,370.44,374.0,109,912,109,1370
Stephen_Emerson,2.6923076923076925,2.0,5,6,0,1370
SteveWmsCNN,342.0,342.0,114,570,114,1370
Steverukavina,149.0,92.5,49,521,49,1370
StewGlobal,211.10526315789474,183.0,113,827,108,1370
