,id,date,likes,content,username,media,inferred company,captions
60,61,2018-06-23 22:15:04,2009,T-shirt makers are riffing on Melania Trump's jacket and donating the proceeds to refugee services <hyperlink> <hyperlink>,CNN,"[Photo(previewUrl='https://pbs.twimg.com/media/DgaKgJzU8AAklUe?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DgaKgJzU8AAklUe?format=jpg&name=large')]",cnn,"Image describes The image is a split-screen collage featuring two women wearing matching shirts. The shirts are green and white, with the words ""I really care, don't u?"" written on them. The women are standing next to each other, and one of them is wearing sunglasses. The background of the image is a brick wall, which adds a contrasting element to the scene."
61,62,2019-01-06 03:39:36,252,<mention> <mention> Didn’t know that! But she is telling people to Suck D**K so how was i supposed to know <hyperlink>,w_terrence,"[Photo(previewUrl='https://pbs.twimg.com/media/DwMsYukV4AAj1at?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DwMsYukV4AAj1at?format=jpg&name=large')]",williams,"Image describes The image is a screenshot of a Twitter conversation between two people. The conversation is taking place on a blue background, with the text displayed in various colors. The text is written in a mix of upper and lower case letters, and some words are bolded or underlined. The conversation appears to be about politics, with one person expressing their opinion on the matter."
62,63,2019-02-25 16:15:01,67,Ready to relight the 🔥 <hyperlink>,EuroLeague,"[Photo(previewUrl='https://pbs.twimg.com/media/D0Q4qN6X0AEsAxG?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D0Q4qN6X0AEsAxG?format=jpg&name=large')]",turkish airlines,"Image describes The image features a man wearing a black shirt, standing in a crowded arena. He is holding a basketball in his hand and appears to be in the middle of a game. The man is surrounded by a large group of people, some of whom are also holding basketballs. The atmosphere seems energetic and competitive, with everyone focused on the ongoing game. The color details of the image include the man's black shirt, the basketball he is holding, and the various people in the arena, who are wearing different colors and attire."
63,64,2019-03-04 21:38:42,218,President Xi Jinping faces economic threats on all sides as China opens its annual legislative sessions. <hyperlink>,RadioFreeAsia,"[Photo(previewUrl='https://pbs.twimg.com/media/D02F-sjXQAEPqxD?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D02F-sjXQAEPqxD?format=jpg&name=large')]",free,"Image describes The image is a black and white cartoon depicting a man wearing a green coat and a red tie. He is standing in front of a group of rhinos, which are also black and white. The man is holding a cane, and there is a red flag nearby. The scene appears to be a political cartoon, with the man possibly representing a leader or a figure of authority."
64,65,2019-02-26 01:52:22,1230,"Bernie Sanders: “My view is that whether it is Saudi Arabia, which is a despotic regime, or whether it is Venezuela, I think we’ve got to do everything we can to create a democratic climate, but I do not believe in US military intervention in those countries.” #SandersTownHall <hyperlink>",CNN,"[Video(thumbnailUrl='https://pbs.twimg.com/media/D0S84psWoAAfOT9.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1100211545328570368/vid/640x360/i-c2pZ5V912YLRlH.mp4?tag=9', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1100211545328570368/vid/320x180/BV445ruKGbQ3ysF8.mp4?tag=9', bitrate=288000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1100211545328570368/pl/DSPW-IAgeyI5eG0j.m3u8?tag=9', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1100211545328570368/vid/1280x720/NQlYudJbpduAmbw9.mp4?tag=9', bitrate=2176000)], duration=135.367, views=141462)]",cnn,There is nothing here
65,66,2018-04-13 08:23:39,6,"Get your online match day program here  👉 <hyperlink>

#CHEvsMUN #GUINNESSPRO14 #OrangePride <hyperlink>",CheetahsRugby,"[Photo(previewUrl='https://pbs.twimg.com/media/DapjT3HXUAA-i23?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DapjT3HXUAA-i23?format=jpg&name=large')]",toyota,"Image describes The image is a promotional poster for a rugby match featuring a rugby player in action. The player is wearing an orange and black uniform, and he is holding a rugby ball. The poster is predominantly orange, with black accents and text. The image is displayed on a white background, which emphasizes the vibrant colors of the poster."
66,67,2019-06-04 16:52:34,168,"Fun fact: Today marks 11 years since Detroit last won a major professional sports championship. 

(📷: Julian H. Gonzalez) <hyperlink>",freep,"[Photo(previewUrl='https://pbs.twimg.com/media/D8O2i_WXsAA8KYX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D8O2i_WXsAA8KYX?format=jpg&name=large')]",free,"Image describes The image captures a lively scene of a group of people celebrating a victory. The main focus is on a man wearing a red and white jersey, holding up a trophy in the shape of a silver bowl. He is surrounded by several other people, some of whom are also wearing red and white jerseys, indicating a team victory.

In addition to the people, there are a few chairs scattered around the scene, likely for spectators or team members to sit and enjoy the celebration. The atmosphere is filled with excitement and joy as the group of people come together to celebrate their achievement."
67,68,2019-02-23 21:03:56,110,It’s coming.. #TeamApec <hyperlink>,quintonjbell,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1099413912552964096/pu/img/me9wTU8fozjF7bfo.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1099413912552964096/pu/pl/f9JRjqSDGlZnLKzL.m3u8?tag=6', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1099413912552964096/pu/vid/640x360/vonoI-pnZcjhM8FH.mp4?tag=6', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1099413912552964096/pu/vid/1280x720/hBQcr_3zRQZwzA6t.mp4?tag=6', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1099413912552964096/pu/vid/320x180/xGxS9U2kUB0c6dy7.mp4?tag=6', bitrate=256000)], duration=15.908, views=7874)]",bell,There is nothing here
68,69,2020-04-02 08:38:08,0,COVID-19 lockdown: DHQ Dismisses Torture Videos <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EUlfVA-VAAAa2un?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EUlfVA-VAAAa2un?format=jpg&name=large')]",independent,"Image describes The image features a red, black, and yellow emblem, which appears to be the logo of the Nigerian Army. The emblem is prominently displayed in the center of the image. The colors of the emblem are red, which represents valor and bravery, black, symbolizing strength and determination, and yellow, signifying unity and hope. The combination of these colors creates a visually striking and meaningful representation of the Nigerian Army's values and mission."
69,70,2020-01-02 14:45:00,148,Trump was asked about his New Year’s resolution and his answer is... puzzling <hyperlink>,Independent,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1212741058439856128/img/oVGq8eShom_ArULC.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1212741058439856128/pl/wzTF8YSHKJwD8rTi.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1212741058439856128/vid/320x320/URJfPa_0c_ClbN1j.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1212741058439856128/vid/720x720/ugtKR1u_gxV1H5fF.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1212741058439856128/vid/480x480/XfQOyu5P-VTh_o9k.mp4?tag=13', bitrate=832000)], duration=36.12, views=73715)]",independent,There is nothing here
70,71,2018-06-23 18:37:58,17,Fashion and music are important to the story of #Superfly. Hear from the cast &amp; see it today at AMC Theatres! Tix: <hyperlink> <hyperlink>,AMCTheatres,"[Video(thumbnailUrl='https://pbs.twimg.com/media/DfmjNlPUwAU8tG0.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1007014688956153857/vid/1280x720/PdWSnyMuP9i37xfo.mp4?tag=2', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1007014688956153857/vid/320x180/QhqgIWH96bnM0ET8.mp4?tag=2', bitrate=320000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1007014688956153857/pl/1cipft-29yQus2sX.m3u8?tag=2', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1007014688956153857/vid/640x360/oJqPCrySUdl0-z43.mp4?tag=2', bitrate=832000)], duration=59.142, views=111622)]",amc,There is nothing here
71,72,2020-05-15 17:13:17,677,"President Trump has named former pharmaceutical executive Moncef Slaoui and Army Gen. Gustave Perna to lead ""Operation Warp Speed,"" the effort to develop a coronavirus vaccine <hyperlink> <hyperlink>",cnnbrk,"[Photo(previewUrl='https://pbs.twimg.com/media/EYExmWTXYAAuf5W?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EYExmWTXYAAuf5W?format=jpg&name=large')]",cnn,"Image describes The image is a split-screen picture featuring two men in uniforms. One man is wearing a suit and tie, while the other man is wearing a military uniform with a tie. The man in the military uniform is also wearing a medal. The two men are standing next to each other, possibly in a professional or formal setting. The suit and tie are in shades of gray, while the military uniform is in shades of brown and green. The tie on the military uniform is also gray."
72,73,2018-02-09 19:42:01,50,"You could win $25,000 for creating a working, interactive software application using Microsoft #AI services. The deadline for students &amp; academic faculty to apply for Cloud AI resources is February 15th. Learn more: <hyperlink> #datascience  #Azure #machinelearning <hyperlink>",MSFTResearch,"[Photo(previewUrl='https://pbs.twimg.com/media/DVnibt9VwAIPdgQ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DVnibt9VwAIPdgQ?format=jpg&name=large')]",microsoft,"Image describes The image is a blue poster featuring a Microsoft logo. The poster is filled with various icons and symbols, including a cloud, a document, a search bar, and a computer. The cloud icon is located towards the top left, while the document icon is situated in the middle-left area of the poster. The search bar is positioned towards the top right, and the computer icon is found in the bottom left corner. The overall color scheme of the poster is predominantly blue, with some additional colors used for the icons and symbols."
73,74,2020-07-29 17:00:07,56,"The Kallur Lighthouse stands watch from its perch on Kalsoy Island in the Faroe Islands, where today residents are celebrating Ólavsøka—the summer festival that doubles as a national holiday. <hyperlink>",bing,"[Photo(previewUrl='https://pbs.twimg.com/media/EeG90R9WoAYZRD2?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EeG90R9WoAYZRD2?format=jpg&name=large')]",microsoft,"Image describes The image features a beautiful mountain landscape with a rainbow in the background. The scene is set during sunset, casting warm, golden hues over the landscape. The mountain is covered in lush green grass, providing a vibrant contrast to the colorful sky. The rainbow stretches across the sky, adding a touch of magic to the scene. The combination of the mountain, grass, and rainbow creates a captivating and serene atmosphere."
74,75,2019-04-03 20:13:27,61,"Ban on whale, dolphin captivity poised to become law in Canada <hyperlink> #hw #cdnpoli <hyperlink>",CBCPolitics,"[Photo(previewUrl='https://pbs.twimg.com/media/D3QSLyuW0AAMH4s?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D3QSLyuW0AAMH4s?format=jpg&name=large')]",cbc,"Image describes The image features a large white whale with its mouth open, appearing to be eating a fish. The whale's mouth is wide, and it is holding the fish in its mouth. The whale is surrounded by water, and the scene is captured in a close-up view. The fish being eaten by the whale is also visible, and it is located near the center of the image."
75,76,2018-07-29 20:30:00,671,"Listen to the soothing sounds of the sun. Scientists mapped vibrations that form the ""low, pulsing hum of our star's heartbeat."" <hyperlink> <hyperlink>",CNN,"[Video(thumbnailUrl='https://pbs.twimg.com/media/DjJu-ZnV4AAScd9.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1023001861979164677/vid/240x240/AsQ-DU7ikEISOqC_.mp4?tag=8', bitrate=288000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1023001861979164677/pl/KXXHZ2kiBAR5fOr7.m3u8?tag=8', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1023001861979164677/vid/720x720/Fb_fgBG3c8BAnx5x.mp4?tag=8', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1023001861979164677/vid/480x480/9iwFnagLHLpJfkCd.mp4?tag=8', bitrate=832000)], duration=59.326, views=150608)]",cnn,There is nothing here
76,77,2019-09-14 23:06:36,0,Aleph Hospitality Signs Pact For New Protea Hotel In Kenya <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EEdejI2VUAAHxJO?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EEdejI2VUAAHxJO?format=jpg&name=large')]",independent,"Image describes The image features a man wearing a suit and tie, standing in front of a blue background. The man is smiling, giving off a professional and approachable vibe. The suit is gray, and the tie is blue, adding a touch of color to the otherwise monochromatic scene. The man's attire and the blue background create a strong visual contrast, making the image stand out."
77,78,2020-07-04 18:22:31,766,"My mom isn't on Twitter, but if she was, I would publicly thank her for moving from Romania as a teenager in the 60s to United States, allowing me to be born in the greatest nation on Earth and a proud American citizen every day for almost 49 years #July4th #USA <hyperlink>",Cameron_Gray,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/EcGg71wWsAYKxu8.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/EcGg71wWsAYKxu8.mp4', bitrate=0)])]",cameron,"GIF describes The image features a close-up view of an American flag, which is a symbol of patriotism and national pride. The flag is made up of red, white, and blue colors, with the red stripes on the left and right sides, and the white stripes in the middle. The blue field with white stars represents the 13 colonies that formed the United States. The flag is waving in the wind, creating a sense of motion and dynamism in the scene."
78,79,2020-08-06 17:55:00,16,"<mention> <mention> No comment. Alright, alright. Bold and Cheesy, Flamin’ Hot and Cheesy Jalapeno Cheetos Mac ‘n Cheese are hitting Walmart shelves on 8/8. <hyperlink>",Walmart,"[Photo(previewUrl='https://pbs.twimg.com/media/EewXG1EWkAEJqtJ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EewXG1EWkAEJqtJ?format=jpg&name=large')]",walmart,"Image describes The image features a table with a variety of Cheetos snacks displayed on it. There are five different boxes of Cheetos, each with a distinct color and design. The colors of the boxes include red, orange, green, and white. The boxes are arranged in a row, showcasing the different flavors and types of Cheetos available. The table provides a clear and organized presentation of the snacks, making it easy for viewers to see the variety of options."
79,80,2018-05-18 14:57:12,970,The #gqomQueen herself <mention> in stu with #theDriveOnMetro  <mention> <mention> 📞089 110 33 77/ voice-notes to 071 585 6157 <hyperlink>,METROFMSA,"[Photo(previewUrl='https://pbs.twimg.com/media/DdfNArIVMAE6YmD?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DdfNArIVMAE6YmD?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/DdfNArLU0AA3CDC?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DdfNArLU0AA3CDC?format=jpg&name=large')]",sabc,"Image describes The image depicts a group of people in a room, likely a radio station or a TV station, with various equipment and screens around them. There are three people in the scene, with one person on the left side, another person in the middle, and the third person on the right side. They are all sitting and appear to be engaged in a conversation or working together.

The room is filled with different screens, including a TV screen in the background, and a computer screen in the foreground. There are also two keyboards, one near the center of the room and another towards the right side. Additionally, there are two cell phones, one on the left side and another on the right side of the room. A chair is visible on the right side of the room, and a mouse can be seen on the right side of the computer screen."
80,81,2018-09-12 21:00:39,2,Emerson can cost-effectively improve a line’s flexibility. Register for a free exhibit area pass #PACKEXPO Booth N-4721 <hyperlink> <hyperlink>,EMR_Automation,"[Photo(previewUrl='https://pbs.twimg.com/media/Dm7CP1yX4AI1rka?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dm7CP1yX4AI1rka?format=jpg&name=large')]",emerson,"Image describes The image features a green and white background with a variety of bottles and containers displayed. There are several bottles of different shapes and sizes, with some placed closer to the front and others further back in the scene. The bottles are arranged in a visually appealing manner, creating an attractive display. The green and white color scheme adds a fresh and clean appearance to the scene."
81,82,2018-06-01 03:05:40,0,It’s #FriYay #secret: Our favorite puzzle is trying to work out the parts ourselves. What is Reverse Mentoring? Solve the puzzle! #reversementoring #wearecisco #culture #mentoring <mention> <hyperlink>,ciscoapac,"[Photo(previewUrl='https://pbs.twimg.com/media/DekvpakUwAAo9We?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DekvpakUwAAo9We?format=jpg&name=large')]",cisco,"Image describes The image features a white background with a collection of yellow sticky notes attached to it. The sticky notes are arranged in various positions, with some placed closer to the top, middle, and bottom of the background. The color of the sticky notes is a bright yellow, which makes them stand out against the white background."
82,83,2020-07-13 16:26:30,2,5 days later and I finally walked around the block once <hyperlink>,OriginalFresca,"[Photo(previewUrl='https://pbs.twimg.com/media/Ec0crJ0X0AEObPY?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ec0crJ0X0AEObPY?format=jpg&name=large')]",bacardi,"Image describes The image features a man with a beard and a red baseball cap. He is wearing a red hat and has a beard. The man appears to be looking at the camera, possibly posing for a picture. The background of the image is blue, which contrasts with the man's red hat and beard."
83,84,2019-01-14 22:30:10,1,"From #branch management to #operations, we have a variety of positions available in your area. Apply today: <hyperlink> #Jobs #Construction <hyperlink>",UnitedRentals,"[Photo(previewUrl='https://pbs.twimg.com/media/Dw574NkX0AEUZVC?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dw574NkX0AEUZVC?format=jpg&name=large')]",united rentals,"Image describes The image features two men in a room, both wearing white shirts. One man is sitting at a desk, working on a computer, while the other man is standing nearby. The room has a blue wall, and there is a telephone on the desk. The man sitting at the desk is holding a pen, possibly taking notes or working on a document. The scene appears to be a professional or work-related environment."
84,85,2020-02-10 23:31:36,0,Facebook Is Lame- Elon Musk <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EQc5KFpUcAAYEIc?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EQc5KFpUcAAYEIc?format=jpg&name=large')]",independent,"Image describes The image is a split photo featuring two men, one on the left side and the other on the right side. Both men are wearing black and white outfits. The man on the left is wearing a suit and tie, while the man on the right is wearing a black jacket. The image also includes a microphone, which is placed near the man on the left, suggesting that he might be speaking or giving a presentation."
85,86,2018-11-09 19:52:19,47,Judge calls Toronto police officer who ate cannabis chocolate on duty a 'complete idiot' <hyperlink> <hyperlink>,CBCToronto,"[Photo(previewUrl='https://pbs.twimg.com/media/Drle0dyXcAc_Dux?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Drle0dyXcAc_Dux?format=jpg&name=large')]",cbc,"Image describes The image features a man wearing a blue hat and sunglasses. The hat is positioned on the top of his head, and the sunglasses are placed on his face, covering his eyes. The man is smiling, giving off a friendly and approachable vibe. The background of the image is blurry, which helps to focus on the man and his attire."
86,87,2020-06-06 16:37:38,777,"‼️ 17 years, 34 days ‼️

👏 Florian Wirtz is now the youngest goalscorer in Bundesliga history. <hyperlink>",bayer04_en,"[Photo(previewUrl='https://pbs.twimg.com/media/EZ16QNNWkAA2zw6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EZ16QNNWkAA2zw6?format=jpg&name=large')]",bayer,"Image describes The image features a man wearing a red shirt, standing in front of a soccer ball. The man appears to be a soccer player, and he is holding the ball in his hands. The background of the image is predominantly red, which could be a part of a poster or advertisement. The soccer ball is white and black, with a black and white pattern on it."
87,88,2020-03-15 14:18:15,5,these two. same energy. <hyperlink>,EmersonLotzia,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1194795877849870336/pu/img/srFLXEGVHEclM5Oh.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1194795877849870336/pu/pl/jSqHiUnEZ-1NHwIg.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1194795877849870336/pu/vid/480x270/tAiRULzVuZkYzC5K.mp4?tag=10', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1194795877849870336/pu/vid/640x360/bxVY_x450LQ0glG3.mp4?tag=10', bitrate=832000)], duration=16.049, views=15918663)]",emerson,There is nothing here
88,89,2018-01-28 02:30:05,29,The Den Of Thieves cast share what it was like making the movie in our exclusive interview! Get tix: <hyperlink> <hyperlink>,AMCTheatres,"[Video(thumbnailUrl='https://pbs.twimg.com/media/DUCkwPXVQAAfVcd.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/954943114971512832/pl/swQhySuPecEwGajS.m3u8', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/954943114971512832/vid/320x180/0dK2r4BaUc65-EX5.mp4', bitrate=320000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/954943114971512832/vid/1280x720/2dOfQd2awlffS6XP.mp4', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/954943114971512832/vid/640x360/uQjBAsNlRXwROlyP.mp4', bitrate=832000)], duration=60.06, views=5282)]",amc,There is nothing here
89,90,2019-08-19 07:00:00,3,"It’s our Mo’ Low Low Price Birthday! Get in-store now for low prices that give you Mo’ Deals and Mo’ Value! Maz’ dume ke! 
Get in-store: &gt;&gt; <hyperlink>
#MoLowLowPriceBirthday #SoundOn <hyperlink>",Shoprite_SA,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1162321993687031809/img/WySUKVE7BITq6VIc.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1162321993687031809/vid/720x720/TNEBsbejmfEwhvXI.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1162321993687031809/vid/320x320/HNZA3v7auIaXFglQ.mp4?tag=13', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1162321993687031809/pl/vilNozEoSV8JoMyq.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1162321993687031809/vid/480x480/aWkpO8ijwqb2Pt_p.mp4?tag=13', bitrate=832000)], duration=13.933, views=155)]",shoprite,There is nothing here
90,91,2019-11-05 06:02:48,7,"First home win of the season for the Warriors. Paschall finishes with 36 points and 13 rebounds, both early career-highs. #DubNation #PORvsGSW <hyperlink>",ToyotaFanZone,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/EIlm4aKUwAAOCQf.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/EIlm4aKUwAAOCQf.mp4', bitrate=0)])]",toyota,"GIF describes The image features a man wearing a blue and yellow jersey, likely representing the Golden State Warriors. He is standing in front of a blue background, possibly a wall or a backdrop. The man appears to be posing for a picture, possibly for a social media post or a team promotional material. The blue and yellow colors of the jersey are prominent, and the man's facial expression suggests that he is engaged and focused on the task at hand."
91,92,2019-02-12 02:00:07,2,"Join us on March 26-29 at #AUSPACK2019, Australasia's all encompassing food, beverage, &amp; pharmaceutical processing and packaging event. Register at <hyperlink> and see you in booth H030. <hyperlink>",EMR_Automation,"[Photo(previewUrl='https://pbs.twimg.com/media/DzK4cliUYAE-nKi?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DzK4cliUYAE-nKi?format=jpg&name=large')]",emerson,"Image describes The image features a wooden table with a variety of cheeses displayed on it. There are several slices of cheese, including a large piece of cheese in the center of the table and smaller pieces scattered around. The cheese is arranged in different shapes and sizes, creating an appealing presentation. The table is covered with a blue cloth, which adds a touch of color to the scene. The overall atmosphere of the image suggests a cheese-focused event or gathering."
92,93,2020-09-20 08:00:25,108,"Scorching play from <mention> and what a try that is! 🔥

A terrific one-two between <mention> and <mention> and the fly-half bursts through for a beauty 👏

Who's backing them for a third consecutive #HeinekenChampionsCup title? 🏆 <hyperlink>",ChampionsCup,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1307590329294520320/pu/img/hhuTeDHNefkYasHP.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1307590329294520320/pu/vid/640x360/69JPrKQwfW7SO5Wx.mp4?tag=10', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1307590329294520320/pu/vid/480x270/EXjNlg8AxkzU4xW_.mp4?tag=10', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1307590329294520320/pu/vid/1280x720/immdX-BmY-J9Tv1z.mp4?tag=10', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1307590329294520320/pu/pl/ESVE5yUWQzTKJu_-.m3u8?tag=10', bitrate=None)], duration=89.621, views=11766)]",heineken,There is nothing here
93,94,2019-12-03 09:21:34,1,Gov Wike Appoints 15 Special Advisers <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EK2g5lJXYAUvCns?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EK2g5lJXYAUvCns?format=jpg&name=large')]",independent,"Image describes The image features a smiling man wearing a black shirt. He is posing for the camera, with his hands placed on his chest. The man is wearing a watch on his left wrist, and there is a clock in the background, possibly indicating the time or the setting. The scene appears to be a portrait or a close-up shot of the man, capturing his happy expression and attire."
94,95,2020-03-25 12:30:00,653,"It’s clear: the award-winning #GalaxyS10+ is in a class of its own. 
Learn more: <hyperlink> <hyperlink>",SamsungMobile,"[Video(thumbnailUrl='https://pbs.twimg.com/media/ETjIY28UMAEfNkq.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1240875826255519744/pl/68obZAhrtmQvQmym.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1240875826255519744/vid/320x320/1lrvmClDlIlgv5bw.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1240875826255519744/vid/720x720/AtEW_FM5aqZZ6VGF.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1240875826255519744/vid/480x480/T0zil_9dsY3txN-o.mp4?tag=13', bitrate=832000)], duration=7.333, views=9291)]",samsung,There is nothing here
95,96,2019-08-29 16:40:34,1136,"The No Laying Up Invitational: Scotland

30 spots available (plus all of 5 of us). April 12-18, 2020.

Crail
Eden
Jubilee
New
Old
Carnoustie
Panmure
Elie

Details launching tomorrow at Noon ET. <hyperlink>",NoLayingUp,"[Photo(previewUrl='https://pbs.twimg.com/media/EDJsv3iW4AEfiUk?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EDJsv3iW4AEfiUk?format=jpg&name=large')]",no,"Image describes The image is a black and white photograph of a golf course with a large grassy field. The course is located near a city, as evidenced by the presence of a city skyline in the background. There are several people scattered throughout the course, some closer to the foreground and others further away.

In the foreground, there is a golf ball visible, likely indicating that someone is playing a round of golf. The overall atmosphere of the image is calm and serene, with the golf course providing a peaceful retreat from the bustling city life."
96,97,2019-09-07 21:41:03,1,Corp Member Sensitises Kaduna Drivers On Safety Measures <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/ED5H1llUwAEchQp?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ED5H1llUwAEchQp?format=jpg&name=large')]",independent,"Image describes The image features a group of people standing next to each other, all wearing matching outfits. They are dressed in white shirts and green pants, creating a cohesive and uniform appearance. The group consists of both men and women, all standing in a line. The people are positioned in various stances, some standing closer to the front and others further back in the line. The overall scene conveys a sense of unity and teamwork among the individuals."
